Brand,Model,Product Website,Available,Pool Pump Type,Input Power,Current,Star Rating Index,Star Rating,Weighted Energy Factor,Daily Run Time,Projected Annual Energy Consumption (KWh/year),Date Available Until,Star Image Large,Star Image Small
Astral Pool,21280 (CTX280C),,"Australia,Fiji,New Zealand",Single speed,1035.0,4.5,1.3,1.0,14.255,3.4239,1280.2,2027-04-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,21170 (E170C),,"Australia,New Zealand",Single speed,805.0,3.5,1.45,1.0,16.002,3.7472,1140.5,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,11473CR (PX150),,"Australia,New Zealand",Single speed,1587.0,6.9,1.14,1.0,11.795,3.0105,1547.3,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Stanley,1120309 (STX400),,"Australia,New Zealand",Single speed,1587.0,6.9,1.14,1.0,11.795,3.0105,1547.3,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
H2flo,1120305 (SP 1.5HP),,"Australia,New Zealand",Single speed,1587.0,6.9,1.14,1.0,11.795,3.0105,1547.3,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
H2flo,PX150,,"Australia,New Zealand",Single speed,1587.0,6.9,1.14,1.0,11.795,3.0105,1547.3,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Stanley,PX150,,"Australia,New Zealand",Single speed,1587.0,6.9,1.14,1.0,11.795,3.0105,1547.3,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,PX150,,"Australia,New Zealand",Single speed,1587.0,6.9,1.14,1.0,11.795,3.0105,1547.3,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,11456 (FX190),,"Australia,New Zealand",Single speed,798.1,3.47,1.36,1.0,15.718,3.5503,1161.1,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,11459 (FX340),,"Australia,New Zealand",Single speed,1587.0,6.9,1.11,1.0,11.701,2.9997,1559.6,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,11547 (Viron XT P320C),,"Australia,New Zealand",Variable speed,1725.0,7.5,6.24,6.0,35.529,5.8875,513.66,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Astral Pool,11548 (Viron XT P520C),,"Australia,New Zealand",Variable speed,1840.0,8.0,4.76,4.5,24.874,5.5069,733.71,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
Astral Pool,21140 (E140C),,"Australia,New Zealand",Single speed,805.0,3.5,1.54,1.5,16.316,3.7196,1118.6,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Astral Pool,21230 (E230C),,"Australia,New Zealand",Single speed,897.0,3.9,1.32,1.0,15.035,3.5447,1213.8,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,21360 (CTX360C),,"Australia,New Zealand",Single speed,1104.0,4.8,1.15,1.0,13.491,3.439,1352.7,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,21400 (CTX400C),,"Australia,New Zealand",Single speed,1633.0,7.1,1.12,1.0,11.607,3.0069,1572.3,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,11477CR (PE100),,"Australia,New Zealand",Single speed,897.0,3.9,1.29,1.0,14.933,3.5605,1222.1,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,11476CR (PE75),,"Australia,New Zealand",Single speed,805.0,3.5,1.41,1.0,15.867,3.7251,1150.2,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,11557 (PZ303),,"Australia,New Zealand",Multi speed,1702.0,7.4,4.59,4.5,24.736,5.0188,737.79,2027-05-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
Baracuda,WP000205 (Hydra+ 0.75HP),https://fluidra.co.za/,"Australia,New Zealand",Single speed,954.5,4.15,1.66,1.5,15.875,3.7216,1149.6,2027-05-13,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Baracuda,WP000206 (Hydra+ 0.5HP),https://fluidra.co.za/,"Australia,New Zealand",Single speed,655.5,2.85,2.3,2.0,20.598,4.2532,886.02,2027-05-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
Baracuda,WP000207 (Hydra+1.0HP),https://fluidra.co.za/,"Australia,New Zealand",Single speed,1104.0,4.8,1.5,1.5,14.61,3.3419,1249.1,2027-05-13,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Baracuda,WP000208 (Hydra+ 1.5HP),https://fluidra.co.za/,"Australia,New Zealand",Single speed,1265.0,5.5,1.36,1.0,13.485,3.2148,1353.3,2027-05-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Baracuda,WP000210 (Supra ECO VS),https://fluidra.co.za/,"Australia,New Zealand",Variable speed,1518.0,6.6,5.86,5.5,34.371,6.0507,530.97,2027-05-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
Pentair,PPP-1500-1P,,"Australia,Fiji,New Zealand",Single speed,1450.0,6.1,1.3,1.0,12.636,3.1545,1444.3,2027-05-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Hyclor,1.0hp (72543),https://hyclor.com.au/,"Australia,New Zealand",Single speed,856.0,3.8,1.0,1.0,14.201,3.8165,1285.1,2027-10-04,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,11457 (FX250),,"Australia,New Zealand",Single speed,1007.4,4.38,1.2,1.0,14.087,3.374,1295.5,2027-06-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,11461 (FX140),,"Australia,New Zealand",Single speed,632.5,2.75,1.42,1.0,17.094,3.8805,1067.6,2027-06-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,11470CR (PX75),,"Australia,New Zealand",Single speed,828.0,3.6,1.36,1.0,15.558,3.6502,1173.0,2027-06-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,11475CR (PE50),,"Australia,New Zealand",Single speed,667.0,2.9,1.29,1.0,16.344,3.7759,1116.6,2027-06-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Baracuda,WP000209 (Supra ECO3),https://fluidra.co.za/,"Australia,New Zealand",Multi speed,1495.0,6.5,4.68,4.5,26.587,5.5918,686.43,2027-06-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
Pentair,PPP-1100-1P,,"Australia,Fiji,New Zealand",Single speed,1300.0,5.0,1.3,1.0,13.163,3.19,1386.4,2027-06-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,11471CR (PX100),,"Australia,New Zealand",Single speed,1035.0,4.5,1.26,1.0,14.13,3.4401,1291.6,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Stanley,1120109 (STX280),,"Australia,New Zealand",Single speed,1035.0,4.5,1.26,1.0,14.13,3.4401,1291.6,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
H2flo,1120105 (SP 1HP),,"Australia,New Zealand",Single speed,1035.0,4.5,1.26,1.0,14.13,3.4401,1291.6,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
H2flo,PX100,,"Australia,New Zealand",Single speed,1035.0,4.5,1.26,1.0,14.13,3.4401,1291.6,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Stanley,PX100,,"Australia,New Zealand",Single speed,1035.0,4.5,1.26,1.0,14.13,3.4401,1291.6,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Filtrite,PX100,,"Australia,New Zealand",Single speed,1035.0,4.5,1.26,1.0,14.13,3.4401,1291.6,2027-06-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Zodiac,WP000024 (FLOPRO VS 1.5HP),,"Australia,New Zealand",Variable speed,1500.0,-,6.02,6.0,35.78,5.7847,510.07,2027-06-09,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Zodiac,WP000071 (WFHPM1.0),,"Australia,New Zealand",Single speed,1030.0,4.3,1.15,1.0,13.837,3.5202,1318.9,2027-06-09,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Zodiac,WP000072 (WFHPM1.5),,"Australia,New Zealand",Single speed,1473.0,6.8,1.32,1.0,12.619,3.1111,1446.3,2027-06-09,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Zodiac,WP000116 (FLOPRO e3.1HP),,"Australia,New Zealand",Variable speed,975.0,6.5,4.89,4.5,32.426,5.9145,562.81,2027-06-09,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
Zodiac,WP000070 (WFHPM.75),,"Australia,New Zealand",Single speed,740.0,4.3,1.16,1.0,15.386,4.0664,1186.1,2027-06-09,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Zodiac,WP000117 (FLOPRO e3 1.5HP),,"Australia,New Zealand",Variable speed,1400.0,9.65,5.24,5.0,30.892,5.7645,590.76,2027-06-09,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Waterco,Hydrostorm 1.0HP,,"Australia,Fiji,New Zealand",Single speed,870.0,3.8,1.53,1.5,15.885,3.6263,1148.9,2027-09-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Pentair,PPP-750-1P,,"Australia,Fiji,New Zealand",Single speed,920.0,3.9,1.36,1.0,15.03,3.7415,1214.2,2027-06-15,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Baker Hydro,Nova ECO-V100,,"Australia,Fiji,New Zealand",Variable speed,887.0,6.5,5.06,5.0,34.709,6.2497,525.8,2027-09-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Pentair,PPP-550-1P,,"Australia,Fiji,New Zealand",Single speed,825.0,3.6,1.77,1.5,17.062,4.0147,1069.6,2027-06-21,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Pentair,LTP750,,"Australia,Fiji,New Zealand",Single speed,1000.0,4.3,1.42,1.0,14.831,3.7538,1230.5,2027-06-21,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Pentair,LTP1100,,"Australia,Fiji,New Zealand",Single speed,1300.0,5.4,1.52,1.5,13.829,3.1722,1319.7,2027-06-21,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Pentair,LTP550,,"Australia,Fiji,New Zealand",Single speed,785.0,3.5,1.68,1.5,16.973,4.0001,1075.2,2027-07-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Pentair,PPP-800-VS,,"Australia,Fiji,New Zealand",Variable speed,975.0,6.0,5.02,5.0,33.352,6.2692,547.2,2027-07-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Pentair,PPP-950-2SP,,"Australia,Fiji,New Zealand",Two-speed,1250.0,5.4,3.71,3.5,22.854,5.5408,798.56,2027-07-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Davey,SLL300,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1400.0,5.9,0.98,1.0,11.945,3.1882,1527.8,2027-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Water TechniX,WT-VECO1100,https://www.mrpoolman.com.au/,Australia,Variable speed,1500.0,7.0,5.38,5.0,31.043,5.7117,587.9,2028-02-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Water TechniX Powered By LEO,WT-XKP1106T,https://www.mrpoolman.com.au/,Australia,Single speed,1100.0,5.0,1.55,1.5,14.785,3.34,1234.3,2022-08-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Astral Pool,11492 (BX 1.5),,"Australia,New Zealand",Single speed,1587.0,6.9,1.06,1.0,11.579,2.9731,1576.2,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Astral Pool,21615 (XP 1.5HP),,"Australia,New Zealand",Single speed,1587.0,6.9,1.18,1.0,11.898,2.9378,1533.9,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Pentair,WHFL-1500-VS,,"Australia,Fiji,New Zealand",Variable speed,1850.0,9.0,5.07,5.0,26.6,5.7015,686.09,2027-07-26,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Maytronics,ECOCLEAR VS 1500,,"Australia,Fiji,New Zealand",Variable speed,1850.0,9.0,5.07,5.0,26.6,5.7015,686.09,2027-07-26,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Maytronics,WhisperFlo VS 1500W Pumps,,"Australia,Fiji,New Zealand",Variable speed,1850.0,9.0,5.07,5.0,26.6,5.7015,686.09,2027-07-26,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Pentair,WhisperFlo VS 1500W Pumps,,"Australia,Fiji,New Zealand",Variable speed,1850.0,9.0,5.07,5.0,26.6,5.7015,686.09,2027-07-26,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Waterco,Turboflo 1.0HP,,"Australia,Fiji,New Zealand",Single speed,940.0,4.1,1.34,1.0,14.878,3.6889,1226.6,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Turboflo 2.0HP,,"Australia,Fiji,New Zealand",Single speed,1414.0,6.3,1.07,1.0,12.127,3.0204,1504.8,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Turboflo 1.0HP MGS,,"Australia,Fiji,New Zealand",Single speed,940.0,4.1,1.34,1.0,14.878,3.6889,1226.6,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Turboflo 2.0HP MGS,,"Australia,Fiji,New Zealand",Single speed,1414.0,6.3,1.07,1.0,12.127,3.0204,1504.8,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Hydrostorm 1.5HP,,"Australia,Fiji,New Zealand",Single speed,1310.0,5.4,1.37,1.0,13.337,3.0933,1368.4,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Hydrostorm 2.0HP,,"Australia,Fiji,New Zealand",Single speed,1425.0,6.1,1.25,1.0,12.594,2.954,1449.1,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Supatuf 1.0HP MK2,,"Australia,Fiji,New Zealand",Single speed,841.0,3.7,1.8,1.5,17.087,3.742,1068.1,2027-09-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Waterco,Supatuf 1.5HP MK2,,"Australia,Fiji,New Zealand",Single speed,1084.0,4.8,1.68,1.5,15.291,3.3029,1193.5,2027-09-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Pentair,WHFL-800-VS,,"Australia,Fiji,New Zealand",Variable speed,975.0,5.6,5.49,5.0,37.056,6.1211,492.5,2027-08-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Maytronics,ECOCLEAR VS 800,,"Australia,Fiji,New Zealand",Variable speed,975.0,5.6,5.49,5.0,37.056,6.1211,492.5,2027-08-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Maytronics,WhisperFlo VS 800W Pool Pumps,,"Australia,Fiji,New Zealand",Variable speed,975.0,5.6,5.49,5.0,37.056,6.1211,492.5,2027-08-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Pentair,WhisperFlo VS 800W Pool Pumps,,"Australia,Fiji,New Zealand",Variable speed,975.0,5.6,5.49,5.0,37.056,6.1211,492.5,2027-08-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
