Brand,Model,Product Website,Available,Pool Pump Type,Input Power,Current,Star Rating Index,Star Rating,Weighted Energy Factor,Daily Run Time,Projected Annual Energy Consumption (KWh/year),Date Available Until,Star Image Large,Star Image Small
Hyclor,Twin speed (72533),https://hyclor.com.au/,"Australia,New Zealand",Two-speed,1310.0,5.7,2.87,2.5,18.631,5.1824,979.54,2027-10-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2.5_Star.png
Zodiac,Titan Pumps 1.0HP,,"Australia,New Zealand",Single speed,970.0,-,1.0,1.0,13.63,3.5999,1339.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Baracuda,Titan Pumps 1.0HP,,"Australia,New Zealand",Single speed,970.0,-,1.0,1.0,13.63,3.5999,1339.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Baracuda,WP000051 (HYDRA 1.0HP),,"Australia,New Zealand",Single speed,970.0,-,1.0,1.0,13.63,3.5999,1339.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Zodiac,W88021705 (ZTS100),,"Australia,New Zealand",Single speed,970.0,-,1.0,1.0,13.63,3.5999,1339.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Zodiac,Titan Pumps 1.5HP,,"Australia,New Zealand",Single speed,1300.0,-,1.03,1.0,12.415,3.3303,1470.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Baracuda,Titan Pumps 1.5HP,,"Australia,New Zealand",Single speed,1300.0,-,1.03,1.0,12.415,3.3303,1470.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Baracuda,WP000052 (HYDRA 1.5HP),,"Australia,New Zealand",Single speed,1300.0,-,1.03,1.0,12.415,3.3303,1470.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Zodiac,W88021707 (ZTS150),,"Australia,New Zealand",Single speed,1300.0,-,1.03,1.0,12.415,3.3303,1470.0,2027-07-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
RELTECH,PLTV5+,,"Australia,Fiji,New Zealand",Variable speed,1400.0,9.65,6.2,6.0,38.285,5.8934,476.69,2027-10-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
RELTECH,PLATINUM V SERIES,,"Australia,Fiji,New Zealand",Variable speed,1400.0,9.65,6.2,6.0,38.285,5.8934,476.69,2027-10-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
OASIS,V480P,,"Australia,Fiji,New Zealand",Variable speed,1850.0,8.5,6.58,6.0,37.297,5.6612,489.31,2027-10-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
OASIS,V8PRO,,"Australia,Fiji,New Zealand",Variable speed,1850.0,8.5,6.58,6.0,37.297,5.6612,489.31,2027-10-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
DAB,E.SWIM 300,https://www.dabpumps.com/en,"Australia,Fiji,New Zealand",Variable speed,2250.0,9.9,5.42,5.0,26.397,5.5981,691.37,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
DAB,EUROSWIM 75 M,https://www.dabpumps.com/en,"Australia,Fiji,New Zealand",Single speed,1000.0,5.0,1.26,1.0,14.302,3.639,1276.0,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
DAB,EUROSWIM 100 M,https://www.dabpumps.com/en,"Australia,Fiji,New Zealand",Single speed,1300.0,6.3,1.38,1.0,13.419,3.3454,1360.0,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
DAB,EUROSWIM 150 M,https://www.dabpumps.com/en,"Australia,Fiji,New Zealand",Single speed,1600.0,7.0,1.01,1.0,11.403,3.2693,1600.4,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,SP2300VS,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,750.0,4.4,5.23,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
RELTECH,PLT V3+,,"Australia,Fiji,New Zealand",Variable speed,975.0,6.5,6.41,6.0,45.554,6.1455,400.62,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
RELTECH,Reltech,,"Australia,Fiji,New Zealand",Variable speed,975.0,6.5,6.41,6.0,45.554,6.1455,400.62,2027-09-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
RELTECH,V5PRO+,,Australia,Variable speed,1400.0,9.65,6.36,6.0,39.603,5.9609,460.82,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
RELTECH,GEN3-V5,,Australia,Variable speed,1400.0,9.65,6.36,6.0,39.603,5.9609,460.82,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
THERALUX,TVSPRO 1.75HP,,Australia,Variable speed,1400.0,9.65,6.36,6.0,39.603,5.9609,460.82,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
OASIS,V390P,,Australia,Variable speed,1400.0,9.65,6.36,6.0,39.603,5.9609,460.82,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
OASIS,Reltech,,Australia,Variable speed,1400.0,9.65,6.36,6.0,39.603,5.9609,460.82,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
THERALUX,Reltech,,Australia,Variable speed,1400.0,9.65,6.36,6.0,39.603,5.9609,460.82,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
RELTECH,Reltech,,Australia,Variable speed,1400.0,9.65,6.36,6.0,39.603,5.9609,460.82,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
RELTECH,PLTV8+,,Australia,Variable speed,1850.0,8.5,6.58,6.0,37.257,5.7156,489.84,2027-08-18,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
RELTECH,PLTV8,,Australia,Variable speed,1850.0,8.5,6.58,6.0,37.257,5.7156,489.84,2027-08-18,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
sinyoa,SUPB100,http://www.teverpump.com,Australia,Single speed,-,3.8,1.61,1.5,16.165,3.9834,1129.0,2027-10-13,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
sinyoa,SUPB150,http://www.teverpump.com,Australia,Single speed,-,5.2,1.08,1.0,12.92,3.3903,1412.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Klorman Watertech,WT75-S,https://klorman-industries.com/,"Australia,Fiji,New Zealand",Single speed,760.0,2.62,1.01,1.0,14.753,3.7994,1237.0,2027-10-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
sinyoa,SUPB200,http://www.teverpump.com,Australia,Single speed,-,7.0,1.26,1.0,12.048,3.083,1514.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Klorman Watertech,WT100-VS,https://klorman-industries.com/,"Australia,Fiji,New Zealand",Variable speed,750.0,7.0,4.03,4.0,29.095,5.4641,627.25,2027-10-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4_Star.png
Klorman Watertech,WT150-S,https://klorman-industries.com/,"Australia,Fiji,New Zealand",Single speed,1190.0,7.2,1.01,1.0,12.754,3.3455,1430.9,2027-10-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
DAB,E.SWIM 150,https://www.dabpumps.com/en,"Australia,Fiji,New Zealand",Variable speed,1250.0,5.6,4.9,4.5,29.861,6.0827,611.18,2027-10-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
DAB,EUROSWIM 50,https://www.dabpumps.com/en,"Australia,Fiji,New Zealand",Single speed,900.0,4.2,1.95,1.5,17.282,4.0277,1056.0,2027-10-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Astral Pool,11560 (ECOMBI EEV2),,"Australia,Fiji,New Zealand",Two-speed,1610.0,7.0,3.0,3.0,17.731,4.8922,1029.3,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.png
Filtrite,11560CR (ECOMBI EEV2),,"Australia,Fiji,New Zealand",Two-speed,1610.0,7.0,3.0,3.0,17.731,4.8922,1029.3,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.png
Filtrite,ECOMBI,,"Australia,Fiji,New Zealand",Two-speed,1610.0,7.0,3.0,3.0,17.731,4.8922,1029.3,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.png
Astral Pool,ECOMBI,,"Australia,Fiji,New Zealand",Two-speed,1610.0,7.0,3.0,3.0,17.731,4.8922,1029.3,2027-10-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3_Star.png
Klorman Watertech,WT100-S,https://klorman-industries.com/,"Australia,Fiji,New Zealand",Single speed,983.77,4.36,1.13,1.0,13.965,3.6393,1306.8,2027-10-21,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Klorman Watertech,WT200-S,https://klorman-industries.com/,"Australia,Fiji,New Zealand",Single speed,1373.6,6.03,0.83,1.0,11.631,3.1295,1569.0,2027-10-25,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Klorman Watertech,WT150-VS,https://klorman-industries.com/,"Australia,Fiji,New Zealand",Variable speed,1100.0,10.0,3.85,3.5,24.663,5.3275,739.98,2027-10-25,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Noria,POD 100,https://www.focusproducts.com.au/home,"Australia,New Zealand",Single speed,1100.0,4.5,1.36,1.0,14.16,3.4404,1288.8,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Noria,POD 150,https://www.focusproducts.com.au/home,"Australia,New Zealand",Single speed,1500.0,6.4,1.2,1.0,12.206,3.0872,1495.2,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Oceanix Water Tech,OWTP100,http://www.phoenixoceania.com.au,Australia,Single speed,750.0,3.8,1.7,1.5,17.284,3.7707,1055.9,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Oceanix Water Tech,OWTP120,http://www.phoenixoceania.com.au,Australia,Single speed,900.0,4.6,1.35,1.0,15.119,3.5416,1207.1,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Oceanix Water Tech,OWTP150,http://www.phoenixoceania.com.au,Australia,Single speed,1100.0,5.2,1.15,1.0,13.529,3.1602,1349.0,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Oceanix Water Tech,OWTP200,http://www.phoenixoceania.com.au,Australia,Single speed,1500.0,7.0,1.19,1.0,12.174,2.8637,1499.1,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
REEFE,SPP750,https://reefe.com.au/,Australia,Single speed,-,3.8,1.61,1.5,16.165,3.9834,1129.0,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
REEFE,SPP1100,https://reefe.com.au/,Australia,Single speed,-,5.2,1.08,1.0,12.92,3.3903,1412.6,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
REEFE,SPP1500,https://reefe.com.au/,Australia,Single speed,-,7.0,1.26,1.0,12.048,3.083,1514.8,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,SP8105DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,810.0,3.51,2.22,2.0,-,-,-,2027-11-10,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
HAYWARD,SP81004DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,810.0,3.51,2.22,2.0,-,-,-,2027-11-10,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
spanet,XS-10C,http://www.spanet.com.au,Australia,Single speed,750.0,3.8,2.31,2.0,19.799,3.7913,921.77,2027-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
spanet,XS-20,http://www.spanet.com.au,Australia,Single speed,1500.0,7.0,1.73,1.5,13.749,3.0784,1327.3,2027-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
spanet,XS20-2S,http://www.spanet.com.au,Australia,Two-speed,1500.0,7.0,3.64,3.5,21.045,5.3419,867.19,2027-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
spanet,XS30-2S,http://www.spanet.com.au,Australia,Two-speed,2200.0,10.0,3.76,3.5,18.415,4.7001,991.04,2027-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
HAYWARD,PowerFlo II,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,810.0,3.51,2.22,2.0,-,-,-,2027-11-10,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
HAYWARD,SP8107DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,860.0,3.76,1.84,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SP81005DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,860.0,3.76,1.84,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,Powerflo II 0.75hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,860.0,3.76,1.84,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SP8110DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1000.0,4.36,1.81,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SP81006DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1000.0,4.36,1.81,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,Powerflo II 1hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1000.0,4.36,1.81,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SP8115DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1200.0,5.32,1.6,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SP81007DIAU,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1200.0,5.32,1.6,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,Powerflo II 1.5hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1200.0,5.32,1.6,1.5,-,-,-,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Jacuzzi,LP200a 6500-239,https://www.jacuzzi.com/en-us,Australia,Single speed,1500.0,7.0,1.22,1.0,12.259,3.106,1488.8,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Jacuzzi,LP200a 6500-240,https://www.jacuzzi.com/en-us,Australia,Single speed,1500.0,7.0,1.22,1.0,12.259,3.106,1488.8,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Jacuzzi,LP200a 6500-294,https://www.jacuzzi.com/en-us,Australia,Single speed,1500.0,7.0,1.22,1.0,12.259,3.106,1488.8,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Jacuzzi,LP200a 6500-124,https://www.jacuzzi.com/en-us,Australia,Single speed,1500.0,7.0,1.22,1.0,12.259,3.106,1488.8,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Jacuzzi,LP200  6500- 084,https://www.jacuzzi.com/en-us,Australia,Single speed,1500.0,7.0,1.22,1.0,12.259,3.106,1488.8,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Jacuzzi,LP200  6500- 086,https://www.jacuzzi.com/en-us,Australia,Single speed,1500.0,7.0,1.22,1.0,12.259,3.106,1488.8,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Jacuzzi,LP200,https://www.jacuzzi.com/en-us,Australia,Single speed,1500.0,7.0,1.22,1.0,12.259,3.106,1488.8,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Jacuzzi,WP250-II 6500-899,https://www.jacuzzi.com/en-us,Australia,Two-speed,1850.0,8.6,3.51,3.5,18.784,5.1125,971.58,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Jacuzzi,WP250-II 6500-891,https://www.jacuzzi.com/en-us,Australia,Two-speed,1850.0,8.6,3.51,3.5,18.784,5.1125,971.58,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Jacuzzi,WP250-II 6500-897,https://www.jacuzzi.com/en-us,Australia,Two-speed,1850.0,8.6,3.51,3.5,18.784,5.1125,971.58,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Jacuzzi,WP250-II,https://www.jacuzzi.com/en-us,Australia,Two-speed,1850.0,8.6,3.51,3.5,18.784,5.1125,971.58,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Neptune,NPP550,http://www.emauxgroup.com,Australia,Single speed,600.0,2.8,1.91,1.5,19.373,4.1782,942.02,2027-11-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
pureblue,SUPB100,http://www.pacificpool.com.au/,Australia,Single speed,750.0,3.8,1.53,1.5,16.654,3.9739,1095.8,2027-11-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
pureblue,SUPB150,http://www.pacificpool.com.au/,Australia,Single speed,1100.0,5.2,1.1,1.0,13.377,3.3535,1364.3,2027-11-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
pureblue,SUPB200,http://www.pacificpool.com.au/,Australia,Single speed,1500.0,7.0,1.15,1.0,12.079,3.0728,1510.9,2027-11-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
